fingerprint	kind	verdict	date	reason
ceafe009cbb530668650eff65e8bf9d5b3c66283	tool	deliberate	2026-09-03	same reasoning as line 191 above (`$(build_tux_timeline_args 1920 1080 25)`).
cf2289c0abc3bc883cc6f5f17c51fce472c823b4	convention	deliberate	2026-09-03	"common/ttthreadtask.cpp:23-80 uses `/** ... */` Javadoc-style method comments uniformly throughout the file; header carries ""Originally TTCut (c) 2003-2010"" (li"
cf48be7e73d21443405d4813f06afc2f595582c7	tool	deliberate	2026-09-03	overrides QWidget/QLabel's virtual `resizeEvent(QResizeEvent*)` (ttmpeg2window2.h:47) — dispatched by the Qt event system, not called directly in source, which 
cf5fe14e7c5a0ef3a3711a2d61af29630d50f5e0	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TTOpenAudioTask::cleanUp`/`TTOpenSubtitleTask::cleanUp`/`TTOpenVideoTask::cleanUp` all do `if(mpXType) delete; if(mpXStream==0) r
cf9c0fd0da9e42ad8f0af5f3e0dc3665d0544e4a	tool	consolidate	2026-09-05	done 2026-09-05 ttcut-demux rest pass: ENCODER is an array now, expanded quoted
cfffd35f28e7f04cf5b2fea5a76918dd603a3aa6	tool	deliberate	2026-09-03	same reasoning as line 191 above (`$(build_tux_timeline_args 720 576 25)`).
d00b343f63afa03df5898bf60171e57fd4a74278	tool	consolidate	2026-09-12	low: one ~70-line per-packet handler, gate exists (test_frameindex_dump); not a batch of run 3
d016055bf5e5e33688bc0573c80220b02fed5993	tool	consolidate	2026-09-12	evidence/target/reach: same as #149.
d076f72e788efc27d49967a4c812d9b969e210ce	clone	consolidate	2026-09-03	exact-clone (unrenamed) instance of the splice-gap block duplication — ttcut-demux:334-336, 383-385, 398-400 are token-identical, same variables.
d09c6f3e7db7a83b3fafa87d435a8a38bc6797cf	clone	deliberate	2026-09-12	C1/C9. gui/ttcutmainwindow.cpp:1015-1024 is the videoWorker's `pointsDetected`/`finished`/`aborted` connect block; :1804-1813 is the subtitleItemAppended/Updated connect pair in `onAVItemChanged` — both generic multi-con
d120e8bb2aed85c323d705795c9d62bc13f0609e	clone	deliberate	2026-09-12	`deserializeSettings`'s working-set if/else-if chain — same tag-dispatch idiom as #12, different fields per branch.
d185f0d906ccf45785504aaa766c0fc344d69140	tool	documented	2026-09-12	"detection-and-search.md's Fallstricke section discusses `onAnalyzeStreamPoints()` at length (the ""Blind bleibt, wer gar nicht erst gebaut wird"" passage): it constructs a worker per detection kind only when its preconditi"
d18e16332b6df7aafe5a1061eec188adb8e43f6e	convention	documented	2026-09-03	docs/conventions.md: older comment forms remain in place; convention findings are not rebuilt
d193520df5867f27212199bc0237f497eaa56322	method-size	consolidate	2026-09-04	"function is already self-labelled ""Step 1..5"" in comments (material gate 106-127, island detection 136-155, contrast confirmation 163-190, fine segmentation 199"
d1ccd1d1c5400744092d37f44b258a249ca4a739	tool	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutmainwindow_headless.cpp:131-132, `if (!outDir.exists()) outDir.mkpath(""."");` discards `mkpath()`'s return value; a failur"
d2374808dc8179359d97c9545803db0f0a0a08b1	clone	deliberate	2026-09-04	tth264videoheader.h:169-181 and ttsettings.h:224-346 are both the trivial `{ return m; } / void set(...)` inline accessor idiom used project-wide (Qt property-a
d23d441ef1710c42658b25a4ba86e89111812e7b	tool	deliberate	2026-09-03	called at gui/ttcutmainwindow.cpp:2738 and :2799 — same cross-file visibility gap.
d23e53144341ee37ed80cd8ae42e7329a8169274	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same pattern at gui/ttcutmainwindow.cpp:2553-2556 (`onLogoROISelected`'s copy of the C11 block). | target: same as above. | reach:
d26f9992c6f7b096ba2e238755877fd5df3cdd0e	tool	consolidate	2026-09-12	plain private cleanup helper, not a slot; target: add `static`; reach: 1 declaration + definition.
d27272d9e893a1e41291f2bb7424dc50048ab902	method-size	deliberate	2026-09-03	"verified this is one 367-line method (the `QFile::remove`/`TTMessageLogger::getInstance` ""method names"" in the rows below are calls inside this same function at"
d2e07aa9b4e2b4f9aa41ec90739cd3d81b891625	clone	documented	2026-09-12	"the code carries the comment ""KNOWN DIVERGENCE: unlike the consolidated paths (buildVideoKeepList), this build applies NO extra-frame correction — deliberately left as-is … see docs/code-map/audio-cut-timing.md, redundan"
d35b5695f6a9c6e7571882464446c37aeff7898d	clone	deliberate	2026-09-13	connect() list of the navigation constructor, re-fingerprinted after batch D removed the search connects (was clone x17/x15 ttcutframenavigation.cpp:139-150, deliberate: one connect per button-slot pair, pointer-style wi
d37f7cd39bdfd2bf81c5135f8f93d2bcd6c02251	upward-include	documented	2026-09-03	see include-cycle row: avstream->extern is the documented stream-owns-decoder edge
d3b83d9fd4ab6986d57f5b0560adfe87055b601b	clone	consolidate	2026-09-04	onSearchBlackFrame/onSearchSceneChange/onSelectLogoROI wiring blocks (ttcutmainwindow.cpp:2290-2328, 2370-2408, 2651-2689) plus their paired onAbortXSearch/onXS
d3c7d1efe33783c9c7211164b96681292aa58f6a	clone	deliberate	2026-09-13	ttcutframenavigation.cpp:149-162 and ttcuttreeview.cpp:123-135, connect(pbX, clicked, this, onX) lists of two unrelated widgets; same wiring idiom.
d3d80cb71cbaaa9956f35edae373750bb7430e5b	convention	documented	2026-09-12	"docs/conventions.md's `cpp/class_prefix` rule states verbatim: ""Exception: pure interfaces carry an `I` prefix (`IStatusReporter`, `IMuxProvider`, `ITTMpvBackend`)"" — `ITTMpvBackend` is named as the example exception, no"
d49588db200bf9bd384adb81c3b4f8ec1eb0516f	clone	deliberate	2026-09-04	inline getter+setter-declaration idiom (ttsettings.h:224-292), header counterpart of the same class-wide accessor idiom (also confirmed cross-module in row 1).
d4ff38ebd6c8fb28c62aeccdf97630fbc92383a5	tool	consolidate	2026-09-12	plain private helper, not a slot, operates only on its `QFileInfo` parameter; target: add `static`; reach: 1 declaration + definition.
d53d08fd23324afa2daaaa088a66ac04d2515440	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TTAudioRepairItem` rebuild loop appears twice in `TTAVItem` (once with `newTrack`, once with `track`) with identical body. | targ
d5e45c76aafffbb8c32bedf3d6e1f9c3dfb14c57	clone	deliberate	2026-09-12	"C1, aspectTask/anomalyTask wiring (overlapping window of the ""1048-1061"" row)."
d5e901085e34eb4f4e3737696d4e0c116d2d5c7d	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: every construction site in the repo is `new TTAVItem(vStream)`/`new TTAVItem(nullptr)` (verified by repo-wide grep) — no code reli
d637d7f19e06a2d1731bbbd05e546c78999a54cb	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: measured 15 of ~19 `QWidget`/`QDialog`-derived classes under gui/ mark their single-`QWidget* parent`-argument constructor `explic
d63f4ed482ce136ab6576873bdfbc60d69f548b1	convention	consolidate	2026-09-03	extern/ttencodeparameter.h:55-66 — `aviFInfo`, `mpeg2FInfo`, `vWidth`, `vHeight`, `vFPS`, `vAspectCode`, `vBitrate`, `vMaxBitrate`, `vInterlaced`, `vTopFieldFir
d6802f8510baa6c216965507c7318610fdb8c0e3	clone	deliberate	2026-09-04	early-out setter idiom (ttsettings.cpp:133-550).
d6b442e8eb15b0ec41f438698619e7afdfaced55	clone	documented	2026-09-12	"detection-and-search.md: ""seit dem Audit 2026-09-04 liefert TTSearchTask::establishStartPosition() auch den Prolog... sodass die drei operation() nur noch ihren Anfangszustand und das Urteil je Batch als Lambda stellen."""
d6b881bf1fb0dbc304f7bd37c3a02de3cadeda06	method-size	consolidate	2026-09-05	done 2026-09-05 batch E2 (CutSession + five steps, 717fcf5a): the single packet loop inlines 4 distinct responsibilities: repair-substitution (:364-408), lazy AC3 decoder/encoder setup (:411-471), decode→resample→re-encode
d7043ae840c1c57188b6c0d66791bc0b5460d4bc	convention	deliberate	2026-09-04	comment style, no structure; older forms remain in place per conventions.md
d709fd84b54a916bd5da700c2fb4690840698341	clone	deliberate	2026-09-13	ttcutmainwindow_headless.cpp:208-225 vs :227-242: findChild, name list, captureEachPage(...) — captureEachPage() is the shared helper (026aa9fb); what remains is per-dialog configuration of the screenshot harness.
d7260a82c6e6c0d470d2872245ea3b6dbfd2bfa0	clone	deliberate	2026-09-12	both sides are the standard `avformat_open_input(...) < 0 → warningMsg(...); return` guard (`TTDisplayOrderMap::buildFromFile`, ttdisplayordermap.cpp:249-254, vs `TTStreamPointAudioWorker`, data/ttstreampoint_audioworker
d74bc0b733ad5940f72bbcae3aa5e7f2899c194c	clone	consolidate	2026-09-03	gui/ttaudiotreeview.cpp:131-228 vs gui/ttsubtitletreeview.cpp:122-221 — covers onAppendItem's per-item QTreeWidgetItem/QSpinBox-delay construction, again identi
d7782710e04f93651736964ba3b1eb8ea9daec1c	clone	documented	2026-09-12	same all-tracks/explicit-tracks `cutAudioTracks` overload pair as #16.
d794d608e606413b4ab7321161e74f4ccf9ad3c4	clone	consolidate	2026-09-03	same family in the duplicate-fixture block (383-516); overlapping window of the clone at 386-397 above.
d79b53d274e158c01a3c3c13fcb36e06e74c2de8	clone	deliberate	2026-09-12	`TTAVItem`'s per-type `onAudioDelayChanged`/`onSubtitleXxx` slot names vs `TTTrackTreeView`'s already-generic `removeItem`/`swapItems`/`languageChanged`/`delayChanged` — the GUI layer already shares one generic base for 
d7b0bbb1d013999db88eb37ff44ba2586b966bc9	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: part of the isFrameBlack border-mask/step-2 duplication — see Part 2 below for full analysis and target.
d7b1870f7282677a9fb74ff8faebe3c233441a23	tool	consolidate	2026-09-03	process_ac3_file 242 lines: open/buffer setup, frame walk and report in one function; batch E extracted only args and banner
d870a8aca5a63eff495fbdf2131a066c7b0b845b	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: inside `updateProfileList` (gui/ttcutsettingsencoder.cpp:86-108) — the H.264 `case 1` and H.265 `case 2` blocks are the same `cbPr
d873b4b0bd11eb7186639e17e21948acb89cd99f	clone	deliberate	2026-09-13	ttcutframenavigation.cpp:176-198 (controlEnabled, 20 setEnabled calls) vs ttcuttreeview.cpp:141-152 (9 calls) — each names a distinct widget of its class.
d8a9c274ef02fe1833b435d980de105f6955598c	convention	deliberate	2026-09-04	comment style, no structure; older forms remain in place per conventions.md
d8ae16b61b3daadeaeb0e9b3f5ba59759c3e12f0	clone	deliberate	2026-09-12	two of three sites (1928 H.26x pool-start, 2543 audio-only pool-start) are the deliberate per-output-type dispatch mirror from #3; the third (gui/ttcutmainwindow.cpp:1664, closeProject-style disconnects) is an unrelated 
d8f772d053de33e6498f01c20d2adf0b04943c77	convention	deliberate	2026-09-03	members `mpeg2Stream`, `mpeg2Decoder`, `streamBuffer`, `decoderBuffer` (ttmpeg2decoder.h:126-134) carry no `m` prefix — original-TTCut naming, consistent throug
d8fb5d85512719b818e0f386e0e126804c947ced	convention	deliberate	2026-09-03	make_acmod_change_sample.sh:19 `set -e` guards a straight-line ffmpeg fixture-generation pipeline with no exit-code inspection (no `|| true`/`$?` anywhere) — fa
d970f04ed1cf4bb18fb22bd5710a9b42fadb5bdc	clone	consolidate	2026-09-13	done 2026-09-13 batch D: wireSearch/startSearch/setSearchRunning for the black, scene and logo trio (91dba022)
d9aa493d28f9364ed60f5cca89230ed21c74f829	clone	documented	2026-09-13	data/ttframesearchtask.cpp:106-107 and mpeg2window/ttmpeg2window2.cpp:376-377 both call wrapper->adoptOrBuildFrameIndex(h26x ? h26x->frameIndexBundle() : TTFrameIndexBundle(), path, …). docs/code-map/detection-and-search
d9b5bd9251467d0c9f579347edd7ddee58c5b4f1	clone	deliberate	2026-09-04	same family (test_h26xcut_abort.cpp mirrors test_audioonlycut_abort.cpp's abort-assertion block); harness isolation.
d9e01a415cfc3b4c348c0237c141558a20734040	tool	deliberate	2026-09-12	same as size finding above.
d9e45bceee7382ddf771658d266856647f96987c	tool	deliberate	2026-09-13	QString markadLogoPath() const; (data/ttlogodetector.h:48). Run 2/3 precedent: QString getters returned by value are deliberate.
da17a9891ba41a30453497137e4f54012cc3936a	tool	deliberate	2026-09-12	gui/ttcutmain.cpp:60-248 is a linear, sequential Qt application bootstrap (install message handler, install libav log callback, construct QApplication, locale, argument parsing, headless-mode dispatch) — the standard sha
da1a4d6fba43f1a9e02184c2d369d2e5e10f88e2	tool	deliberate	2026-09-03	called at gui/ttcurrentframe.cpp:584 (itself called from gui/ttcutmainwindow.cpp:661) — same cross-file visibility gap.
da20ab25f22321937dca1237b86a02f739010f75	tool	deliberate	2026-09-12	gui/ttcutmainwindow_headless.cpp:113-260+ is a long but single-purpose, linearly enumerated sequence of documentation-screenshot captures (main window, frames, nav panel, cut list, controls, Landezonen, Zeitsprung dialog
da8e90c63540e0cbafa9e39abd6ce382614d48f8	tool	deliberate	2026-09-12	both loops are max-reductions; std::accumulate is the wrong algorithm, std::max_element on a derived quantity reads no better (run-2 precedent)
da95da5024422606b5b4908892a005285913b768	clone	deliberate	2026-09-04	superset of row 6/8/10's `Event`/`Recorder`/`dirEntries`/`clearDir`/`stateName` block, shared with test_mpeg2cut_abort.cpp; same class verdict.
dacb5c85e22e9fd6844c72bfc62d01bca2f800f8	clone	documented	2026-09-12	shared `operation()` prologue (`QElapsedTimer t; t.start(); int pos = establishStartPosition(); if (pos < 0) return;`) — exactly the prolog `establishStartPosition()` was built to hold per detection-and-search.md; the fo
daf5345b5fc0f701aebf001fac8014b9f2654620	clone	consolidate	2026-09-04	done 2026-09-04 batch D: TTAudioCutter::detectBurst's RMS accumulation (extern/ttaudiocutter.cpp:816-865) repeats the same per-channel loop three times for FLT/FLTP, S16/S16P, S32/S32P,
db78f646d689c0753d4240fa21d18510248b6112	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: fourth site of the .info frame-rate fallback; done 2026-09-13 batch B (TTESInfo::timingForVideo, 9191a46a)
db957e534d1e47ad61d6f67c21f9c0eecb520e72	tool	deliberate	2026-09-04	"the loop at :2242-2246 reads `g_start g_end g_ms` from $GAP_FILE but appends `""$g_start $g_end 0""`; the German comment directly above (:2238-2240, ""nur seinen S"
dc1aee3bcdc3b69fa5491db9094f8d16bfd3403f	convention	deliberate	2026-09-03	"avstream/ttavtypes.h:6 carries the ""Originally TTCut (c) 2003-2010"" marker — same legacy-file split as ttavstream.cpp above."
dc7af584979221cee895c716a860073fa7399e6b	convention	deliberate	2026-09-03	"avstream/ttmpeg2videoheader.h:6 carries the ""Originally TTCut"" marker; legacy-file convention split as above."
dca3f9ed098e42a3036c1d6a885764259a041985	tool	deliberate	2026-09-03	called at gui/ttcurrentframe.cpp:887 — same cross-file visibility gap.
dcb6209548463abb66e50b516f85eb38d295ae66	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C5, part of the same profile/preset-population family as the ""327-337"" row (encoderdefaults' own H.264 vs H.265 populate blocks pl"
dcc63cbb9c8e1ef7b8dc090c64474b248759ae9f	tool	deliberate	2026-09-12	same as #210.
dcd930172945799c7f299abad6681d9031f584ac	convention	deliberate	2026-09-03	make_anomaly_sample.sh:13 `set -e`, same straight-line fixture-generation shape as make_acmod_change_sample.sh (no rc-capturing anywhere in the file).
dd01323531bb512614321bc22f127bd042317b5b	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: mechanical, 1 line.
dd26d3013302f9a11c74f1f64473088287ef2a20	clone	consolidate	2026-09-12	"identical ""delete stale `preview*` files in tempDir"" loop in the task's setup and in `gui/ttcutpreview.cpp`'s regenerate path (only the local variable name differs). | target: `removeOldPreviewFiles()` helper (pure clean"
dd3200c7f54213195bebc025b6e048463618b256	tool	consolidate	2026-09-05	"done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): :1762-1763 `wait ""${AUDIO_PIDS[$i]}""` / `if [ $? -ne 0 ]; then` — mechanical, shellcheck is right, low-risk rewrite to `if ! wait ""${AUDIO_PIDS[$i]}""; then`."
dd4089e8aca0d6fee4ea33370d4786af338331dd	tool	consolidate	2026-09-12	evidence/target/reach: same finding as #132.
dd5f4a5ba479119ca05d9887774e8d39e8f4e82f	clone	consolidate	2026-09-03	"same underlying ""find NAL end"" scan as the row above, detected at a 1-line-shifted window and substituting site :2010-2018 (inside `patchFrameNumInAU`'s rewrite"
ddbabec22038d51e2c6cce7511add4bc4b56262f	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `importBtn`/`okBtn`/`setEscapeButton` + verbatim comment (""Two AcceptRole buttons leave QMessageBox without an escape button…"") re"
ddbc42414fdf1ae2fa5679f84a785f5b87427979	clone	consolidate	2026-09-03	"ttcut-demux:1559-1563 (FIRST_I_PTS probe) and 1574-1578 (B_FRAME_COUNT probe) both run `ffprobe -select_streams v:0 -read_intervals ""%+N"" -show_entries frame=pt"
de106d0b533bf7bb81929d9a3c3c8d02c7b669bc	tool	consolidate	2026-09-05	"done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): `numfmt --to=iec $VIDEO_SIZE` at :1752 is unquoted; mechanical fix to `""$VIDEO_SIZE""`."
de5e6fba72ea5a12c14c99f7a808be4bbaf1068f	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C5. gui/ttcutsettingssearch.cpp:13-18 defines its OWN static `kPreviewPresets[]` array (ultrafast…veryslow, 9 entries) that is the
de8a36e6e93f8f4976c0a16cdc90e6f665b6919c	tool	deliberate	2026-09-12	"same runDirectedSearch Step-lambda contract as above (""return batch[i] on first true, else -1"") — the current explicit loop is already the shortest correct expression of that contract."
de9e0af2ec3b5d6697f9ec9072cec28cdf51b6b9	tool	consolidate	2026-09-12	audio-cut-timing.md documents this function's MPEG-2-parser-vs-.info precedence logic in detail — a nameable target is splitting the MPEG-2 branch from the H.26x/.info branch into two named helpers; reach: one function i
dece28c99359e5a11fffb171a90c8e80f925a74f	tool	consolidate	2026-09-05	"done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): `[ -s ""$OUTPUT_SUB"" ] && SUBTITLE_FILES+=(""$OUTPUT_SUB"") || rm -f ""$OUTPUT_SUB""` at :2667 — array-append essentially can't fail, but the mechanical fix (`if [ -"
df3c3e06d85603246c3b4c37f92a4d01a929eebb	convention	deliberate	2026-09-12	"`xmlFileInfo`/`xmlDocument`/`xmlRoot`/`xmlNodeList` (lines 83-86) are original, un-reworked class members; conventions.md: ""Legacy headers without a prefix are renamed when the class is reworked … not in bulk"", listing t"
df48488c827def541069b4060ceb98d47bfc513b	clone	deliberate	2026-09-12	per-type parser family, same as #6.
df87013c46adbf0e4bcffa58309fb8973b0d61c0	clone	deliberate	2026-09-13	"data/ttstreampoint.cpp:71-74 vs 76-79 — both halves of the same if (str == ""X"") return Type::X; ladder inside the single function stringToType (mirrors typeToString's switch). A string<->enum mapping table is inherently "
dfde0002e34a91e35fb83efb8c4cccb8aea1fa1f	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `isFrameBlack` (901-963) and `buildHistogram` (1015-1077) each do seekToFrame → `while (mDecoderFrameIndex < frameIndex) { isCance
dfeae9eaf37a54d56d86289c7495b1108c81b7e0	clone	deliberate	2026-09-12	coincidental shape (stream-point-widget connect fragment vs muxer ctor tail).
e01a30e063016fe10ed27890b6061a5eb312aa54	tool	consolidate	2026-09-12	same as the previous two rows (duplicate clang-tidy finding for the same function). | target/reach: same.
e0247a3f97ed3b1edfdb6991a29413565bf86a02	tool	consolidate	2026-09-03	ttmpeg2window2.h:45 `TTMPEG2Window2( QWidget* parent=0 );` — single-argument, non-explicit; mechanical fix, no call site relies on implicit conversion (no `TTMP
e063d14d96aa0c64096490b61edc3a558face623	clone	deliberate	2026-09-04	data/ttstreampoint.cpp:52-59 is `TTStreamPoint::typeToString`, a switch over `StreamPointType` (production marker API). The 4 diag sites (test_audioonlycut_abor
e07c19eda5f2271b0f6218e66496b0190c010d3d	tool	deliberate	2026-09-12	same as above.
e09eba889c452a60667b850105d2c5650a3b5860	clone	deliberate	2026-09-12	same early-out setter idiom, 17 sites (e.g. ttsettings.cpp:66-72 `setStepSliderClick`, :100-104 `setStepPgUpDown`); documented convention, see clone x13.
e0b66b28d2039bb75100d8c7fb4ad60170e6064c	tool	consolidate	2026-09-03	in ts_payload(), for afc==0x01 hdr_len is the fixed 4 (payload_len=184); for afc==0x03, hdr_len=5+pkt[4] is guarded by `if (hdr_len >= TS_PACKET_SIZE) return NU
e0e41a7da06d1d17c5ba266e053b9838aa23badb	tool	deliberate	2026-09-03	"same function and same rationale as ""method-size TTFFmpegWrapper::cutAudioStream"" above (audio-cut-timing.md single-pass design) — the tool is right about the s"
e16dab37b6e8073dcbee46c13dfa0053587a21a7	clone	deliberate	2026-09-12	C1, aspectTask vs anomalyTask finished/aborted wiring.
e16fb474cb12ce40fd90ad31c96fb5a69ac0b5a0	clone	deliberate	2026-09-12	coincidental 4-line connect/setter shape across unrelated classes.
e1c906c3e6689df40df92261b04545fdb9b65d5e	tool	consolidate	2026-09-13	done 2026-09-13 batch D: the slot is gone - the three threshold setters are lambdas passed to TTCutFrameNavigation::wireSearch (91dba022)
e2314a82c43d34a7afc3bde7aa49403336a74df7	clone	documented	2026-09-13	ttcutsettingssearch.cpp:31-42 vs ttcutsettingsstreampoints.cpp:46-67, same settings-page contract (settings-state.md).
e276cf5630d5069f8a83585e5d05166957bbb37d	convention	deliberate	2026-09-04	comment style, no structure; older forms remain in place per conventions.md
e2b67feac66d07229a0823aad0732f021d8ee8be	clone	consolidate	2026-09-12	"""Bildstörungen""/""Audio corruption"" cluster-description loops — part of the #33 cluster-building family. | target/reach: same as #33."
e2d9c12c05dd8f37a279fc8d774a1e710f649d52	clone	deliberate	2026-09-13	TTSettings getter/setter/early-out idiom, re-fingerprinted after batch A removed audioOnlyFormat(); settings-state.md documents the 76 plain App-Default fields, run-5 classifier ruled the class deliberate
e3135386970b1407c75f198af692f3415dc665b0	clone	consolidate	2026-09-03	same cache-check prologue as the wider family, shared by generate_h264_1080i_paff (251-258), generate_mpeg2_576i_fieldpic (328-335 window), generate_mpeg2_576i_
e332a5054ddfdc1166472f865273c8ec1f502468	convention	deliberate	2026-09-03	"file carries ""/* Originally TTCut (c) 2003-2010 B. Altendorf / TriTime */"" (avstream/ttavstream.cpp:6) and uses `//` prose comments throughout (avstream/ttavstr"
e35d730a76d5b1e525f9e1ec06d48217c79b4619	clone	deliberate	2026-09-04	both are the standard `while IFS= read -r -d '' x; do ...; done < <(find ... -print0 | sort -z)` null-safe enumeration idiom, over different inputs (VDR segment
e36730063cc4eb836923aa69a4029d039695343b	tool	consolidate	2026-09-05	"done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): `wait ${PAD_PIDS[$i]}` at :2526 is unquoted; mechanical fix to `wait ""${PAD_PIDS[$i]}""`."
e3c3064d9814f651fc47e5c77b1bfe24a2c194fc	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TTAVItem* item = mpAVList.takeLast(); delete item; item = 0;` inside a `while` loop — the `item = 0;` assignment is dead (the var
e41ee366a27682fb78131a0b8f8614607c33ec1f	clone	documented	2026-09-13	mainwindow.cpp:2307-2318 vs :2342-2351, onAbort*/on*SearchFinished one-liners into mpRunningSearch->onUserAbort() / finishDirectedSearch() (026aa9fb).
e424c6a4a9768e4ed392907091c2d72f26f4218b	tool	deliberate	2026-09-12	QString/value bundle getters return by value like the project majority; implicitly shared (run-2 precedent lastError())
e43af1ad4f65dd8be81f90684bcb3a908563bb2e	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `TFrameInfo* fi = refDecoder->getFrameInfo();` then only `refInfo = *fi;` (line 70), read-only.
e4c4473a3326f4080ba4cad22ce90e8c626df44b	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutmainwindow.cpp:815 / gui/ttcutmainwindow.h:79, `void onReadVideoStream(QString fName)` copies the `QString` on every call
e54bfe3c5a180d9bc39235277bc7ec16f27d7396	clone	deliberate	2026-09-12	`[DRIFT]` debug logging in `planAudioCut` vs HEVC-seam debug logging in `extern/ttessmartcut.cpp` — unrelated subsystems, coincidental `if(logX()) qDebug()…` idiom match.
e5cd7722fc5370617d36a246f3cda8037a44e95a	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: matches Part 2 finding A3 (stream-open-project-load.md redundancy candidate ""headless wait for the project"") — confirmed identical"
e608b7c6dc60f00c38f3ce4ca92aefa648068d29	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same pattern at gui/ttcutmainwindow.cpp:2271-2273 (inside `onSearchBlackFrame`, part of the C2 cluster). | target: `const TTFFmpeg
e624869caa9930991a7ae4d198bb9a007b970494	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: the EOF-drain block (`avcodec_send_packet(ctx,nullptr); if (avcodec_receive_frame(...)==0){decoded/gotFrame=true; mDecoderDrained=
e6a97211edff53389396e47cb33551509567a34f	clone	deliberate	2026-09-12	`parseAudioSection`/`parseSubtitleSection` — per-type parser family, same as #6/#27.
e6d2d273ff8405e3d49f6ec5a8c4a27e8bccb651	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C5, same populateMuxTarget/populateMpgTarget 9-item list duplication as the ""327-337"" row (wider window). | target/reach: same as "
e6f3da6339ad1c328a83725ebd7e60823f9214a8	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same function; only compared via `chosen == actRepair`. | target: `const QAction* actRepair = nullptr;` | reach: single local vari
e74c9d795bd1e2d18e04afa8a94df6d514be75ef	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
e754d3c50dc0eed27b3d77451c12e894a634c35e	clone	deliberate	2026-09-12	tag if/else-if idiom, same family as #12.
e76f48ee7c7415e5e8846790108bcae99e8f1e96	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutsettingsencoder.cpp:214-236 (`loadCodecSettings`), `s` is only used through getters in the switch. | target: `const TTSet
e78096d32abdd92b05741c0f9055e22179d9cfee	clone	deliberate	2026-09-13	mainwindow.cpp:223-233 vs ttcutpreview.cpp:82-94, ttThemedIcon()+connect() lists of a different dialog's own buttons.
e7e38860b27fd365c3a4aaa91f1e8ab91e898d3e	clone	deliberate	2026-09-04	gate_audiofix.sh:412-424 builds a `<Cut>`-bearing project heredoc inline (line ~424 has a `<Cut>` element after the audio block) that `write_ttcut_project()` (m
